run, time, tps, resp_time
res1, 1140, 750.28, 77.89
res1, 1150, 716.38, 92.43
res1, 1160, 708.89, 100.39
res1, 1170, 730.55, 88.11
res1, 1180, 749.82, 87.56
res1, 1190, 732.62, 83.61
res1, 1200, 747.34, 78.90
res1, 1210, 743.92, 82.99
res1, 1220, 735.25, 93.30
res1, 1230, 759.15, 85.59
res1, 1240, 771.44, 77.28
res1, 1250, 747.37, 88.93
res1, 1260, 752.72, 81.88
res1, 1270, 755.64, 73.89
res1, 1280, 756.88, 83.61
res1, 1290, 724.32, 91.85
res1, 1300, 776.10, 83.41
res1, 1310, 763.48, 82.05
res1, 1320, 721.90, 81.15
res1, 1330, 746.40, 86.28
res1, 1340, 789.34, 79.47
res1, 1350, 746.79, 89.07
res1, 1360, 737.81, 91.72
res1, 1370, 797.51, 73.30
res1, 1380, 786.05, 78.76
res1, 1390, 752.33, 83.11
res1, 1400, 762.10, 82.03
res1, 1410, 768.95, 75.79
res1, 1420, 738.99, 95.38
res1, 1430, 764.83, 84.98
res1, 1440, 757.80, 89.82
res1, 1450, 745.77, 88.67
res1, 1460, 785.34, 76.55
res1, 1470, 726.32, 89.17
res1, 1480, 759.21, 84.49
res1, 1490, 762.82, 95.99
res1, 1500, 762.65, 86.39
res1, 1510, 782.21, 76.62
res1, 1520, 749.91, 94.79
res1, 1530, 776.41, 78.47
res1, 1540, 775.45, 76.87
res1, 1550, 761.29, 88.67
res1, 1560, 768.82, 84.02
res1, 1570, 771.16, 79.44
res1, 1580, 778.47, 83.14
res1, 1590, 759.09, 81.86
res1, 1600, 800.93, 75.86
res1, 1610, 773.90, 77.19
res1, 1620, 757.43, 87.72
res1, 1630, 743.32, 88.24
res1, 1640, 746.24, 77.19
res1, 1650, 733.39, 89.98
res1, 1660, 730.77, 91.42
res1, 1670, 714.48, 83.24
res1, 1680, 732.94, 87.01
res1, 1690, 726.33, 92.77
res1, 1700, 756.24, 77.86
res1, 1710, 748.72, 82.05
res1, 1720, 742.02, 97.70
res1, 1730, 788.55, 84.14
res1, 1740, 721.78, 83.99
res1, 1750, 761.27, 96.88
res1, 1760, 780.19, 84.12
res1, 1770, 796.82, 73.65
res1, 1780, 750.06, 92.82
res1, 1790, 791.52, 76.27
res1, 1800, 771.14, 77.65
res1, 1810, 742.72, 91.20
res1, 1820, 763.52, 84.57
res1, 1830, 737.32, 88.88
res1, 1840, 790.42, 84.29
res1, 1850, 782.64, 75.50
res1, 1860, 740.49, 91.14
res1, 1870, 764.17, 84.24
res1, 1880, 758.00, 89.73
res1, 1890, 772.91, 79.23
res1, 1900, 748.76, 91.91
res1, 1910, 807.62, 73.58
res1, 1920, 778.44, 78.31
res1, 1930, 703.42, 104.25
res1, 1940, 781.73, 91.25
res1, 1950, 785.71, 83.14
res1, 1960, 735.52, 93.86
res1, 1970, 769.24, 80.91
res1, 1980, 789.03, 75.27
res1, 1990, 753.44, 79.13
res1, 2000, 748.82, 87.19
res1, 2010, 757.29, 83.64
res1, 2020, 774.63, 76.75
res1, 2030, 767.04, 89.63
res1, 2040, 763.34, 90.52
res1, 2050, 772.48, 80.62
res1, 2060, 778.68, 81.51
res1, 2070, 738.12, 104.63
res1, 2080, 768.70, 88.69
res1, 2090, 786.30, 79.04
res1, 2100, 737.45, 92.05
res1, 2110, 763.75, 79.18
res1, 2120, 794.52, 74.60
res1, 2130, 783.92, 76.96
res1, 2140, 756.74, 94.00
res1, 2150, 779.17, 79.30
res1, 2160, 751.83, 72.84
res1, 2170, 745.13, 95.56
res1, 2180, 747.34, 83.89
res1, 2190, 756.95, 80.37
res1, 2200, 718.52, 92.96
res1, 2210, 759.82, 88.85
res1, 2220, 807.62, 70.75
res1, 2230, 777.63, 79.23
res1, 2240, 786.03, 80.74
res1, 2250, 806.11, 76.25
res1, 2260, 765.34, 87.01
res1, 2270, 742.88, 100.73
res1, 2280, 756.17, 87.04
res1, 2290, 779.01, 82.40
res1, 2300, 769.61, 82.77
res1, 2310, 794.06, 72.95
res1, 2320, 787.28, 74.36
res1, 2330, 775.88, 83.16
res1, 2340, 754.09, 96.53
res1, 2350, 744.00, 91.25
res1, 2360, 797.27, 75.55
res1, 2370, 769.79, 81.03
res1, 2380, 771.97, 78.78
res1, 2390, 777.42, 80.91
res1, 2400, 788.64, 87.53
res1, 2410, 742.59, 90.92
res1, 2420, 766.62, 78.40
res1, 2430, 751.32, 82.87
res1, 2440, 761.14, 87.72
res1, 2450, 763.31, 85.10
res1, 2460, 776.68, 75.25
res1, 2470, 744.38, 92.24
res1, 2480, 771.89, 87.61
res1, 2490, 775.37, 78.90
res1, 2500, 769.44, 81.51
res1, 2510, 739.62, 82.42
res1, 2520, 759.63, 87.85
res1, 2530, 765.83, 88.99
res1, 2540, 793.63, 73.89
res1, 2550, 786.09, 78.68
res1, 2560, 781.44, 75.50
res1, 2570, 781.93, 80.88
res1, 2580, 718.93, 79.85
res1, 2590, 788.01, 78.59
res1, 2600, 760.21, 86.67
res1, 2610, 789.42, 88.01
res1, 2620, 789.76, 82.27
res1, 2630, 796.40, 72.14
res1, 2640, 796.05, 76.55
res1, 2650, 763.24, 84.80
res1, 2660, 753.61, 94.70
res1, 2670, 813.84, 76.18
res1, 2680, 785.01, 77.65
res1, 2690, 757.46, 85.95
res1, 2700, 771.38, 87.43
res1, 2710, 763.16, 86.03
res1, 2720, 779.34, 79.66
res1, 2730, 780.19, 86.65
res1, 2740, 809.05, 73.49
res1, 2750, 778.81, 82.35
res1, 2760, 776.26, 77.65
res1, 2770, 765.11, 85.61
res1, 2780, 749.77, 84.49
res1, 2790, 805.29, 77.68
res1, 2800, 785.87, 84.34
res1, 2810, 788.57, 82.72
res1, 2820, 789.29, 73.58
res1, 2830, 763.86, 91.14
res1, 2840, 767.53, 78.17
res1, 2850, 821.82, 71.22
res1, 2860, 765.18, 93.13
res1, 2870, 777.38, 81.95
res1, 2880, 796.51, 74.91
res1, 2890, 778.25, 85.95
res1, 2900, 773.21, 85.33
res1, 2910, 768.15, 85.92
res1, 2920, 791.31, 81.54
res1, 2930, 789.08, 77.26
res1, 2940, 759.04, 89.41
res1, 2950, 765.88, 87.56
res1, 2960, 778.31, 78.57
res1, 2970, 784.21, 82.97
res1, 2980, 743.15, 90.33
res1, 2990, 771.50, 88.19
res1, 3000, 736.17, 80.66
res1, 3010, 733.25, 95.70
res1, 3020, 782.37, 78.80
res1, 3030, 791.94, 75.07
res1, 3040, 771.74, 86.85
res1, 3050, 775.78, 82.25
res1, 3060, 788.44, 78.45
res1, 3070, 779.52, 77.70
res1, 3080, 758.19, 92.30
res1, 3090, 771.00, 78.87
res1, 3100, 777.30, 78.50
res1, 3110, 774.93, 78.68
res1, 3120, 767.62, 82.37
res1, 3130, 760.32, 89.87
res1, 3140, 796.62, 76.89
res1, 3150, 744.75, 88.03
res1, 3160, 757.71, 83.51
res1, 3170, 782.13, 73.47
res1, 3180, 788.42, 87.66
res1, 3190, 742.38, 93.94
res1, 3200, 814.16, 73.98
res1, 3210, 780.53, 82.27
res1, 3220, 779.56, 82.84
res1, 3230, 789.29, 78.24
res1, 3240, 779.14, 87.53
res1, 3250, 728.75, 109.17
res1, 3260, 787.60, 78.38
res1, 3270, 784.24, 77.68
res1, 3280, 779.37, 80.78
res1, 3290, 806.81, 75.66
res1, 3300, 795.79, 79.85
res1, 3310, 769.82, 85.61
res1, 3320, 760.92, 86.85
res1, 3330, 758.37, 88.11
res1, 3340, 788.90, 78.40
res1, 3350, 781.71, 75.66
res1, 3360, 780.21, 83.79
res1, 3370, 766.74, 80.04
res1, 3380, 817.52, 72.75
res1, 3390, 785.09, 84.39
res1, 3400, 779.65, 74.71
res1, 3410, 758.90, 71.67
res1, 3420, 781.96, 81.88
res1, 3430, 761.91, 80.06
res1, 3440, 779.56, 82.84
res1, 3450, 772.48, 96.94
res1, 3460, 774.17, 82.64
res1, 3470, 789.92, 76.57
res1, 3480, 823.92, 69.31
res1, 3490, 761.79, 81.32
res1, 3500, 770.27, 96.68
res1, 3510, 770.62, 88.35
res1, 3520, 793.40, 75.77
res1, 3530, 777.64, 82.89
res1, 3540, 810.33, 72.58
res1, 3550, 792.23, 71.28
res1, 3560, 774.94, 83.64
res1, 3570, 806.45, 76.27
res1, 3580, 758.29, 87.22
res1, 3590, 781.82, 78.78
res1, 3600, 794.96, 82.50
res1, 3610, 791.51, 80.64
res1, 3620, 750.29, 88.91
res1, 3630, 774.93, 81.05
res1, 3640, 766.64, 88.75
res1, 3650, 785.52, 81.27
res1, 3660, 790.62, 75.79
res1, 3670, 749.42, 94.33
res1, 3680, 802.11, 82.87
res1, 3690, 789.05, 80.76
res1, 3700, 753.72, 85.49
res1, 3710, 772.72, 82.79
res1, 3720, 812.52, 72.77
res1, 3730, 754.95, 82.97
res1, 3740, 790.00, 75.77
res1, 3750, 783.71, 77.35
res1, 3760, 780.51, 87.01
res1, 3770, 784.77, 84.14
res1, 3780, 801.68, 79.16
res1, 3790, 763.55, 85.92
res1, 3800, 771.72, 80.93
res1, 3810, 795.30, 80.83
res1, 3820, 771.96, 77.28
res1, 3830, 754.80, 79.80
res1, 3840, 784.64, 86.15
res1, 3850, 780.34, 72.77
res1, 3860, 768.38, 85.69
res1, 3870, 771.85, 79.54
res1, 3880, 787.35, 78.83
res1, 3890, 773.27, 90.00
res1, 3900, 752.40, 88.88
res1, 3910, 776.62, 86.05
res1, 3920, 776.00, 80.69
res1, 3930, 775.44, 79.32
res1, 3940, 799.65, 75.70
res1, 3950, 786.61, 78.50
res1, 3960, 791.61, 77.77
res1, 3970, 754.54, 86.65
res1, 3980, 795.52, 76.78
res1, 3990, 805.72, 76.27
res1, 4000, 789.34, 88.40
res1, 4010, 821.92, 76.23
res1, 4020, 776.94, 76.11
res1, 4030, 711.00, 100.21
res1, 4040, 762.60, 88.67
res1, 4050, 789.52, 84.90
res1, 4060, 790.96, 79.35
res1, 4070, 782.54, 79.56
res1, 4080, 798.42, 82.45
res1, 4090, 778.52, 79.28
res1, 4100, 759.49, 91.42
res1, 4110, 784.24, 82.17
res1, 4120, 782.25, 82.54
res1, 4130, 787.22, 80.91
res1, 4140, 773.44, 82.47
res1, 4150, 756.59, 85.67
res1, 4160, 798.26, 79.23
res1, 4170, 782.33, 84.93
res1, 4180, 784.71, 74.09
res1, 4190, 810.64, 75.77
res1, 4200, 779.62, 82.77
res1, 4210, 741.72, 85.87
res1, 4220, 768.34, 87.53
res1, 4230, 768.13, 91.47
res1, 4240, 738.50, 90.35
res1, 4250, 801.82, 74.29
res1, 4260, 779.02, 78.90
res1, 4270, 763.94, 84.72
res1, 4280, 785.32, 86.28
res1, 4290, 776.44, 84.72
res1, 4300, 750.59, 96.88
res1, 4310, 796.24, 77.03
res1, 4320, 777.32, 78.92
res1, 4330, 750.12, 87.87
res1, 4340, 799.31, 86.36
res1, 4350, 769.26, 87.93
res1, 4360, 771.63, 87.04
res1, 4370, 720.89, 89.76
res1, 4380, 756.13, 82.37
res1, 4390, 746.48, 82.30
res1, 4400, 747.26, 78.80
res1, 4410, 738.36, 82.17
res1, 4420, 746.60, 84.52
res1, 4430, 744.57, 87.85
res1, 4440, 758.25, 81.78
res1, 4450, 727.04, 91.58
res1, 4460, 757.73, 83.61
res1, 4470, 733.53, 88.48
res1, 4480, 720.53, 98.17
res1, 4490, 764.56, 89.07
res1, 4500, 780.76, 84.82
res1, 4510, 764.87, 85.59
res1, 4520, 769.32, 94.08
res1, 4530, 757.94, 87.35
res1, 4540, 801.60, 79.56
res1, 4550, 764.54, 86.49
res1, 4560, 737.45, 98.67
res1, 4570, 766.80, 81.66
res1, 4580, 808.84, 72.99
res1, 4590, 737.22, 87.58
res1, 4600, 732.84, 88.08
res1, 4610, 750.88, 88.43
res1, 4620, 760.36, 96.30
res1, 4630, 762.92, 87.87
res1, 4640, 806.22, 74.69
res1, 4650, 736.05, 91.66
res1, 4660, 780.12, 85.23
res1, 4670, 730.31, 77.52
res1, 4680, 800.85, 82.99
res1, 4690, 773.10, 77.26
res1, 4700, 789.64, 76.34
res1, 4710, 764.70, 80.62
res1, 4720, 755.04, 85.79
res1, 4730, 776.04, 79.44
res1, 4740, 774.50, 84.47
res1, 4750, 740.64, 87.24
res1, 4760, 745.57, 91.25
res1, 4770, 805.76, 74.20
res1, 4780, 765.03, 83.41
res1, 4790, 777.75, 90.38
res1, 4800, 778.24, 76.20
res1, 4810, 733.62, 94.59
res1, 4820, 742.28, 88.72
res1, 4830, 797.67, 79.87
res1, 4840, 774.72, 86.83
res1, 4850, 791.74, 81.03
res1, 4860, 782.33, 86.85
res1, 4870, 749.92, 91.20
res1, 4880, 796.44, 81.10
res1, 4890, 780.39, 82.62
res1, 4900, 776.65, 83.11
res1, 4910, 781.62, 80.91
res1, 4920, 785.64, 71.88
res1, 4930, 753.32, 93.32
res1, 4940, 786.64, 84.82
res1, 4950, 746.62, 85.28
res1, 4960, 791.50, 87.19
res1, 4970, 801.54, 72.42
res1, 4980, 782.32, 85.28
res1, 4990, 779.74, 82.92
res1, 5000, 787.37, 95.70
res1, 5010, 769.97, 82.59
res1, 5020, 760.20, 85.95
res1, 5030, 787.23, 78.90
res1, 5040, 781.82, 80.33
res1, 5050, 771.75, 81.88
res1, 5060, 789.06, 77.52
res1, 5070, 781.90, 84.52
res1, 5080, 738.52, 80.76
res1, 5090, 812.32, 76.87
res1, 5100, 765.92, 83.64
res1, 5110, 780.95, 79.87
res1, 5120, 778.51, 80.06
res1, 5130, 808.06, 70.39
res1, 5140, 780.10, 81.56
res1, 5150, 787.80, 84.60
res1, 5160, 794.94, 76.71
res1, 5170, 754.72, 85.67
res1, 5180, 775.32, 83.94
res1, 5190, 793.12, 75.18
res1, 5200, 772.78, 88.77
res1, 5210, 768.62, 85.77
res1, 5220, 785.09, 83.29
res1, 5230, 761.74, 83.11
res1, 5240, 787.26, 78.24
res1, 5250, 801.25, 75.75
res1, 5260, 773.96, 87.43
res1, 5270, 803.72, 77.17
res1, 5280, 771.80, 86.88
res1, 5290, 793.16, 81.59
res1, 5300, 795.51, 80.01
res1, 5310, 765.85, 83.31
res1, 5320, 798.73, 82.08
res1, 5330, 810.71, 81.15
res1, 5340, 769.20, 91.72
res1, 5350, 750.56, 91.85
res1, 5360, 804.92, 78.05
res1, 5370, 795.82, 76.75
res1, 5380, 777.94, 77.75
res1, 5390, 809.22, 74.29
res1, 5400, 766.06, 85.54
res1, 5410, 747.15, 95.27
res1, 5420, 768.74, 78.07
res1, 5430, 802.60, 75.75
res1, 5440, 773.96, 77.91
res1, 5450, 779.53, 89.68
res1, 5460, 794.08, 74.20
res1, 5470, 749.03, 89.73
res1, 5480, 784.66, 90.68
res1, 5490, 781.30, 75.66
res1, 5500, 723.05, 79.73
res1, 5510, 760.02, 89.79
res1, 5520, 781.84, 81.64
res1, 5530, 761.72, 86.44
res1, 5540, 791.90, 91.50
res1, 5550, 775.23, 82.45
res1, 5560, 806.04, 72.81
res1, 5570, 789.24, 81.66
res1, 5580, 797.83, 78.99
res1, 5590, 775.25, 90.30
res1, 5600, 768.39, 85.38
res1, 5610, 771.68, 86.28
res1, 5620, 782.71, 82.94
res1, 5630, 786.16, 75.16
res1, 5640, 777.83, 85.21
res1, 5650, 782.54, 85.97
res1, 5660, 758.60, 78.87
res1, 5670, 807.43, 74.96
res1, 5680, 783.83, 79.85
res1, 5690, 758.89, 83.51
res1, 5700, 769.48, 74.16
res1, 5710, 740.01, 91.83
res1, 5720, 796.39, 78.24
res1, 5730, 787.87, 88.30
res1, 5740, 795.63, 84.77
res1, 5750, 774.10, 80.52
res1, 5760, 775.14, 81.29
res1, 5770, 775.04, 76.00
res1, 5780, 773.02, 77.54
res1, 5790, 790.74, 81.42
res1, 5800, 774.86, 87.32
res1, 5810, 771.62, 83.09
res1, 5820, 790.08, 79.18
res1, 5830, 749.32, 93.49
res1, 5840, 774.54, 83.19
res1, 5850, 777.31, 83.74
res1, 5860, 760.65, 90.27
res1, 5870, 766.80, 88.06
res1, 5880, 796.12, 73.76
res1, 5890, 793.57, 76.71
res1, 5900, 789.20, 77.33
res1, 5910, 722.12, 83.24
res1, 5920, 811.26, 75.23
res1, 5930, 774.55, 90.00
res1, 5940, 789.70, 81.25
res1, 5950, 791.02, 78.64
res1, 5960, 786.84, 79.70
res1, 5970, 784.12, 86.39
res1, 5980, 771.72, 84.47
res1, 5990, 813.45, 76.87
res1, 6000, 743.66, 95.33
res1, 6010, 781.58, 76.16
res1, 6020, 794.34, 75.23
res1, 6030, 765.52, 85.31
res1, 6040, 787.61, 76.71
res1, 6050, 778.43, 89.73
res1, 6060, 758.87, 86.18
res1, 6070, 741.37, 95.67
res1, 6080, 785.94, 85.79
res1, 6090, 790.42, 77.40
res1, 6100, 794.40, 78.83
res1, 6110, 781.02, 81.10
res1, 6120, 773.47, 83.54
res1, 6130, 789.89, 85.49
res1, 6140, 775.85, 90.11
res1, 6150, 805.84, 80.21
res1, 6160, 817.62, 78.85
res1, 6170, 812.92, 78.33
res1, 6180, 760.95, 80.66
res1, 6190, 768.52, 83.61
res1, 6200, 797.72, 81.29
res1, 6210, 777.35, 82.15
res1, 6220, 781.79, 86.41
res1, 6230, 803.54, 77.17
res1, 6240, 807.86, 75.30
res1, 6250, 766.71, 88.77
res1, 6260, 759.19, 94.02
res1, 6270, 793.28, 74.31
res1, 6280, 789.09, 80.71
res1, 6290, 773.52, 81.42
res1, 6300, 795.19, 75.23
res1, 6310, 771.28, 82.35
res1, 6320, 722.35, 85.97
res1, 6330, 806.40, 74.22
res1, 6340, 813.92, 77.40
res1, 6350, 800.73, 77.52
res1, 6360, 781.65, 78.73
res1, 6370, 763.12, 89.79
res1, 6380, 790.72, 74.96
res1, 6390, 791.80, 85.41
res1, 6400, 809.91, 78.83
res1, 6410, 794.75, 85.72
res1, 6420, 791.34, 73.87
res1, 6430, 769.25, 83.41
res1, 6440, 798.81, 86.26
res1, 6450, 807.92, 78.54
res1, 6460, 745.05, 93.18
res1, 6470, 802.25, 73.41
res1, 6480, 815.82, 69.39
res1, 6490, 775.54, 76.68
res1, 6500, 781.12, 85.36
res1, 6510, 781.42, 77.98
res1, 6520, 775.92, 86.28
res1, 6530, 791.12, 74.58
res1, 6540, 811.03, 75.64
res1, 6550, 764.94, 83.61
res1, 6560, 763.73, 80.98
res1, 6570, 755.72, 86.34
res1, 6580, 798.76, 76.73
res1, 6590, 798.29, 80.88
res1, 6600, 763.22, 79.63
res1, 6610, 792.92, 75.39
res1, 6620, 806.24, 78.05
res1, 6630, 791.42, 80.28
res1, 6640, 767.84, 86.91
res1, 6650, 752.59, 89.31
res1, 6660, 772.54, 92.07
res1, 6670, 758.31, 92.02
res1, 6680, 777.93, 87.66
res1, 6690, 806.54, 71.13
res1, 6700, 765.82, 79.63
res1, 6710, 746.65, 86.93
res1, 6720, 789.39, 79.89
res1, 6730, 731.59, 82.00
res1, 6740, 779.15, 84.19
res1, 6750, 795.14, 75.95
res1, 6760, 817.24, 68.73
res1, 6770, 774.52, 86.57
res1, 6780, 779.74, 91.03
res1, 6790, 774.77, 83.39
res1, 6800, 807.74, 78.87
res1, 6810, 802.44, 78.76
res1, 6820, 782.92, 82.15
res1, 6830, 770.14, 76.57
res1, 6840, 766.52, 93.18
res1, 6850, 769.20, 86.59
res1, 6860, 806.92, 74.60
res1, 6870, 795.54, 77.86
res1, 6880, 792.37, 75.66
res1, 6890, 774.68, 83.14
res1, 6900, 779.55, 77.96
res1, 6910, 782.60, 84.09
res1, 6920, 796.72, 83.24
res1, 6930, 795.94, 82.67
res1, 6940, 807.12, 75.66
res1, 6950, 784.24, 84.90
res1, 6960, 796.47, 78.07
res1, 6970, 777.20, 90.68
res1, 6980, 768.97, 87.58
res1, 6990, 797.04, 80.78
res1, 7000, 796.24, 75.14
res1, 7010, 788.19, 79.68
res1, 7020, 780.16, 86.08
res1, 7030, 743.54, 89.82
res1, 7040, 753.72, 94.11
res1, 7050, 775.12, 87.56
res1, 7060, 770.02, 79.70
res1, 7070, 797.34, 73.19
res1, 7080, 784.42, 82.47
res1, 7090, 765.82, 80.33
res1, 7100, 752.34, 94.22
res1, 7110, 766.00, 92.68
res1, 7120, 791.95, 75.61
res1, 7130, 776.69, 86.23
res1, 7140, 782.25, 78.33
res1, 7150, 719.95, 88.27
res1, 7160, 765.72, 80.13
res1, 7170, 803.64, 76.64
res1, 7180, 782.11, 86.00
res1, 7190, 812.98, 75.32
res1, 7200, 772.46, 77.61
res2, 10, 68.13, 3916.75
res2, 20, 140.10, 214.16
res2, 30, 158.12, 188.80
res2, 40, 167.90, 180.95
res2, 50, 177.60, 168.20
res2, 60, 185.90, 168.50
res2, 70, 188.50, 166.80
res2, 80, 193.90, 161.73
res2, 90, 198.80, 160.58
res2, 100, 203.20, 165.90
res2, 110, 208.52, 151.97
res2, 120, 213.60, 155.47
res2, 130, 216.90, 147.40
res2, 140, 221.50, 150.97
res2, 150, 224.90, 148.02
res2, 160, 225.40, 151.38
res2, 170, 229.90, 149.80
res2, 180, 231.10, 147.23
res2, 190, 235.22, 149.80
res2, 200, 237.00, 146.61
res2, 210, 240.60, 141.52
res2, 220, 232.50, 189.82
res2, 230, 242.10, 139.54
res2, 240, 247.80, 141.78
res2, 250, 252.90, 138.17
res2, 260, 253.62, 134.98
res2, 270, 253.40, 136.81
res2, 280, 264.10, 135.19
res2, 290, 263.70, 133.14
res2, 300, 263.20, 136.41
res2, 310, 234.80, 157.81
res2, 320, 225.80, 153.53
res2, 330, 224.30, 166.85
res2, 340, 231.12, 155.47
res2, 350, 229.70, 153.76
res2, 360, 231.50, 160.67
res2, 370, 234.50, 152.38
res2, 380, 237.80, 150.61
res2, 390, 237.70, 151.83
res2, 400, 238.40, 156.17
res2, 410, 237.00, 154.17
res2, 420, 242.02, 154.63
res2, 430, 240.00, 154.73
res2, 440, 231.70, 156.45
res2, 450, 235.70, 152.20
res2, 460, 235.80, 156.68
res2, 470, 239.30, 150.61
res2, 480, 241.70, 150.25
res2, 490, 244.20, 157.77
res2, 500, 242.72, 145.82
res2, 510, 243.50, 148.11
res2, 520, 218.90, 237.39
res2, 530, 236.70, 153.20
res2, 540, 232.90, 153.20
res2, 550, 234.90, 161.01
res2, 560, 237.50, 148.51
res2, 570, 233.80, 160.00
res2, 580, 238.32, 161.06
res2, 590, 237.40, 157.53
res2, 600, 234.60, 156.12
res2, 610, 235.20, 149.98
res2, 620, 239.20, 150.93
res2, 630, 236.70, 154.73
res2, 640, 238.10, 149.40
res2, 650, 233.20, 161.30
res2, 660, 234.62, 162.51
res2, 670, 236.70, 157.72
res2, 680, 237.90, 148.33
res2, 690, 235.90, 153.76
res2, 700, 233.30, 161.15
res2, 710, 236.40, 151.52
res2, 720, 234.80, 157.20
res2, 730, 232.70, 155.51
res2, 740, 231.62, 156.68
res2, 750, 234.69, 150.25
res2, 760, 232.30, 150.16
res2, 770, 237.50, 149.13
res2, 780, 236.50, 151.74
res2, 790, 235.70, 156.03
res2, 800, 230.40, 157.58
res2, 810, 234.90, 158.52
res2, 820, 225.82, 204.39
res2, 830, 232.70, 155.00
res2, 840, 230.10, 159.33
res2, 850, 230.70, 159.71
res2, 860, 232.00, 155.61
res2, 870, 236.60, 147.62
res2, 880, 232.20, 151.38
res2, 890, 236.22, 154.68
res2, 900, 235.30, 154.73
res2, 910, 235.40, 157.81
res2, 920, 232.30, 153.16
res2, 930, 231.50, 164.37
res2, 940, 234.30, 154.82
res2, 950, 234.00, 151.43
res2, 960, 231.10, 159.14
res2, 970, 233.72, 158.05
res2, 980, 231.20, 163.63
res2, 990, 231.70, 158.14
res2, 1000, 232.10, 153.62
res2, 1010, 219.80, 160.82
res2, 1020, 230.50, 156.12
res2, 1030, 232.40, 157.25
res2, 1040, 237.60, 151.06
res2, 1050, 232.52, 156.17
res2, 1060, 226.70, 159.05
res2, 1070, 236.10, 155.79
res2, 1080, 237.10, 151.34
res2, 1090, 238.70, 145.43
res2, 1100, 239.10, 150.66
res2, 1110, 239.40, 154.03
res2, 1120, 237.50, 152.61
res2, 1130, 230.72, 202.44
res2, 1140, 240.50, 150.34
res2, 1150, 243.40, 150.03
res2, 1160, 243.20, 148.60
res2, 1170, 243.10, 148.29
res2, 1180, 240.30, 146.13
res2, 1190, 240.40, 152.66
res2, 1200, 241.60, 149.67
res2, 1210, 243.22, 146.17
res2, 1220, 238.90, 152.61
res2, 1230, 244.40, 150.12
res2, 1240, 241.70, 144.60
res2, 1250, 245.30, 149.58
res2, 1260, 243.00, 145.73
res2, 1270, 245.40, 150.57
res2, 1280, 248.80, 147.23
res2, 1290, 251.82, 140.34
res2, 1300, 254.70, 145.52
res2, 1310, 247.90, 141.01
res2, 1320, 247.70, 144.34
res2, 1330, 253.29, 146.17
res2, 1340, 249.40, 150.21
res2, 1350, 250.80, 148.11
res2, 1360, 242.80, 149.62
res2, 1370, 245.32, 146.70
res2, 1380, 249.30, 148.60
res2, 1390, 246.10, 146.39
res2, 1400, 252.00, 143.14
res2, 1410, 247.60, 144.73
res2, 1420, 250.50, 142.71
res2, 1430, 237.40, 211.93
res2, 1440, 247.10, 147.23
res2, 1450, 246.22, 148.64
res2, 1460, 246.50, 146.13
res2, 1470, 248.40, 149.45
res2, 1480, 246.20, 148.06
res2, 1490, 249.20, 150.39
res2, 1500, 250.50, 148.38
res2, 1510, 247.80, 145.26
res2, 1520, 244.82, 147.98
res2, 1530, 245.80, 155.65
res2, 1540, 253.20, 145.26
res2, 1550, 245.80, 148.42
res2, 1560, 247.40, 145.34
res2, 1570, 250.00, 143.83
res2, 1580, 245.60, 145.47
res2, 1590, 251.10, 141.06
res2, 1600, 249.92, 144.39
res2, 1610, 251.29, 145.87
res2, 1620, 248.00, 145.34
res2, 1630, 246.30, 145.91
res2, 1640, 245.70, 149.27
res2, 1650, 245.90, 149.67
res2, 1660, 244.40, 148.95
res2, 1670, 243.40, 147.58
res2, 1680, 247.92, 146.74
res2, 1690, 251.30, 150.84
res2, 1700, 247.90, 147.80
res2, 1710, 245.20, 144.13
res2, 1720, 251.20, 143.66
res2, 1730, 235.40, 200.87
res2, 1740, 248.20, 145.08
res2, 1750, 246.00, 146.70
res2, 1760, 251.42, 144.30
res2, 1770, 250.30, 146.52
res2, 1780, 248.60, 143.74
res2, 1790, 251.20, 145.04
res2, 1800, 249.50, 146.48
res2, 1810, 245.90, 145.56
res2, 1820, 246.00, 152.98
res2, 1830, 247.90, 145.26
res2, 1840, 251.62, 139.67
res2, 1850, 250.80, 143.40
res2, 1860, 248.50, 139.92
res2, 1870, 250.30, 144.60
res2, 1880, 248.60, 146.74
res2, 1890, 249.80, 146.48
res2, 1900, 248.90, 145.47
res2, 1910, 249.30, 144.82
res2, 1920, 250.82, 144.34
res2, 1930, 248.50, 152.88
res2, 1940, 259.50, 141.99
res2, 1950, 248.50, 144.39
res2, 1960, 246.10, 151.38
res2, 1970, 250.10, 151.70
res2, 1980, 250.30, 147.71
res2, 1990, 248.90, 148.02
res2, 2000, 246.32, 144.86
res2, 2010, 252.10, 143.10
res2, 2020, 246.10, 151.61
res2, 2030, 251.60, 143.96
res2, 2040, 239.40, 195.01
res2, 2050, 248.20, 156.17
res2, 2060, 249.00, 150.12
res2, 2070, 251.80, 145.39
res2, 2080, 249.72, 144.17
res2, 2090, 251.30, 152.98
res2, 2100, 253.50, 145.78
res2, 2110, 252.90, 143.57
res2, 2120, 253.70, 145.30
res2, 2130, 251.80, 146.70
res2, 2140, 251.60, 145.17
res2, 2150, 251.62, 144.52
res2, 2160, 251.60, 145.30
res2, 2170, 250.10, 153.02
res2, 2180, 247.40, 147.80
res2, 2190, 253.50, 145.73
res2, 2200, 250.50, 143.78
res2, 2210, 253.70, 149.36
